locationData
Identifier,NG Tube (Y/N),X Coordinate,Y Coordinate,xCoord,yCoord,xCoord Ratio,yCoord Ratio,Avg xCoord Ratio,Avg yCoord Ratio,xRatio from xAvg,yRatio from yAvg,,,
58,Y,1580.844,1692.912,2846,2330,0.555461700632467,0.726571673819742,,,0.027462282592139,-0.110087762138457,0.1,-0.2,
60,Y,1987.251,176.577,2330,2846,0.852897424892704,0.0620439212930429,,,0.324898006852376,-0.774615514665156,0.4,-0.8,
64,Y,1728.531,1335.06,2846,2330,0.607354532677442,0.572987124463519,,,0.079355114637114,-0.26367231149468,0.1,-0.3,
66,Y,1854.146,1441.895,2359,2330,0.785988130563798,0.618839055793991,,,0.25798871252347,-0.217820380164208,0.3,-0.3,
67,Y,571.727,1810.833,2846,2330,0.200887912860155,0.777181545064378,,,-0.327111505180173,-0.059477890893821,-0.4,-0.1,
69,Y,2039.398,1180.901,2846,2330,0.716583977512298,0.506824463519313,,,0.18858455947197,-0.329834972438886,0.2,-0.4,
72,Y,1108.688,1001.404,2846,2330,0.389560084328883,0.429787124463519,,,-0.138439333711445,-0.40687231149468,-0.2,-0.5,
76,Y,1985.962,1254.86,2846,2206,0.697808151791989,0.568839528558477,,,0.169808733751661,-0.267819907399722,0.2,-0.3,
77,Y,1641.029,2798.083,3119,2800,0.526139467778134,0.999315357142857,,,-0.001859950262194,0.162655921184658,-0.1,0.2,
78,Y,2112.536,1564.347,2846,2330,0.742282501756852,0.67139356223176,,,0.214283083716524,-0.165265873726439,0.3,-0.2,
81,Y,1399.578,1933.049,3408,2621,0.410674295774648,0.737523464326593,,,-0.11732512226568,-0.099135971631606,-0.2,-0.1,
84,Y,1189.739,1574.118,2330,2846,0.510617596566524,0.553098383696416,,,-0.017381821473804,-0.283561052261783,-0.1,-0.3,
86,Y,1906.52,1897.552,2330,2591,0.818248927038627,0.73236279428792,,,0.290249508998299,-0.104296641670279,0.3,-0.2,
88,Y,1500.784,2384.741,3408,2800,0.440370892018779,0.851693214285714,,,-0.087628526021549,0.015033778327515,-0.1,0.1,
89,Y,1774.778,2161.354,2330,2846,0.761707296137339,0.759435699226985,,,0.233707878097011,-0.077223736731214,0.3,-0.1,
90,Y,1099.417,1715.086,2330,2846,0.471852789699571,0.602630358397751,,,-0.056146628340757,-0.234029077560448,-0.1,-0.3,
92,Y,1286.161,768.965,2846,2330,0.451918833450457,0.330027896995708,,,-0.076080584589871,-0.506631538962491,-0.1,-0.6,
98,Y,1457.796,1326.342,2846,2330,0.512226282501757,0.569245493562232,,,-0.015773135538571,-0.267413942395967,-0.1,-0.3,
107,Y,842.837,1411.071,2846,2330,0.296147926914968,0.605609871244635,,,-0.23185149112536,-0.231049564713564,-0.3,-0.3,
110,Y,1257.418,1170.265,2330,2846,0.539664377682403,0.411196416022488,,,0.011664959642075,-0.425463019935711,0.1,-0.5,
111,Y,1898.115,957.519,2846,2330,0.666941321152495,0.410952360515021,,,0.138941903112167,-0.425707075443178,0.2,-0.5,
112,Y,685.25,2131.68,2330,2846,0.294098712446352,0.749009135628953,,,-0.233900705593976,-0.087650300329246,-0.3,-0.1,
115,Y,1367.384,1113.567,2846,2330,0.480458186929023,0.477925751072961,,,-0.047541231111305,-0.358733684885238,-0.1,-0.4,
118,Y,1223.245,2350.012,2846,2330,0.429812016865777,1.00858884120172,,,-0.098187401174551,0.171929405243521,-0.1,0.2,
121,Y,1616.824,643.326,2846,2330,0.568104005621926,0.276105579399142,,,0.040104587581598,-0.560553856559057,0.1,-0.6,
122,Y,1840.066,1159.321,2846,2330,0.646544624033732,0.497562660944206,,,0.118545205993404,-0.339096775013993,0.2,-0.4,
123,Y,2481.823,1540.302,2800,3157,0.886365357142857,0.487900538485904,,,0.358365939102529,-0.348758897472295,0.4,-0.4,
124,Y,598.133,1041.356,2800,3408,0.213618928571429,0.30556220657277,,,-0.314380489468899,-0.531097229385429,-0.4,-0.6,
130,Y,868.784,2793.779,2563,2330,0.338971517752634,1.19904678111588,,,-0.189027900287694,0.362387345157681,-0.2,0.4,
131,Y,1586.04,1172.321,2846,2330,0.557287420941673,0.503142060085837,,,0.029288002901345,-0.333517375872362,0.1,-0.4,
133,Y,1047.953,3030.617,3408,2800,0.30749794600939,1.08236321428571,,,-0.220501472030938,0.245703778327511,-0.3,0.3,
134,Y,1120.839,3074.201,3408,2800,0.328884683098592,1.09792892857143,,,-0.199114734941736,0.261269492613231,-0.2,0.3,
135,Y,1155.788,3082.116,3408,2800,0.339139671361502,1.10075571428571,,,-0.188859746678826,0.264096278327511,-0.2,0.3,
136,Y,1105.82,2954.943,3408,2800,0.324477699530516,1.05533678571429,,,-0.203521718509812,0.218677349756091,-0.3,0.3,
137,Y,1116.864,2955.762,3408,2800,0.327718309859155,1.05562928571429,,,-0.200281108181173,0.218969849756091,-0.3,0.3,
138,Y,1310.831,1663.677,3408,2800,0.384633509389671,0.594170357142857,,,-0.143365908650657,-0.242489078815342,-0.2,-0.3,
139,Y,1752.126,1458.137,2330,2846,0.751985407725322,0.512346099789178,,,0.223985989684994,-0.324313336169021,0.3,-0.4,
140,Y,851.916,1597.173,2330,2846,0.365629184549356,0.561199226985242,,,-0.162370233490972,-0.275460208972957,-0.2,-0.3,
141,Y,1218.458,725.467,2535,2330,0.480654043392505,0.311359227467811,,,-0.047345374647823,-0.525300208490388,-0.1,-0.6,
144,Y,1365.684,2416.195,2800,3408,0.487744285714286,0.708977406103286,,,-0.040255132326042,-0.127682029854913,-0.1,-0.2,
149,Y,1309.939,523.606,2778,2218,0.471540316774658,0.23607123534716,,,-0.05645910126567,-0.600588200611039,-0.1,-0.7,
150,Y,1332.479,1077.208,2846,2330,0.468193605059733,0.462321030042918,,,-0.059805812980595,-0.374338405915281,-0.1,-0.4,
156,Y,2037.087,2275.347,2330,2846,0.874286266094421,0.79948945888967,,,0.346286848054093,-0.037169977068529,0.4,-0.1,
157,Y,1734.89,722.701,3408,2464,0.50906396713615,0.293303977272727,,,-0.018935450904178,-0.543355458685472,-0.1,-0.6,
163,Y,1126.999,1261.575,2975,2335,0.378823193277311,0.540289079229122,,,-0.149176224763017,-0.296370356729077,-0.2,-0.3,
164,Y,1679.062,1314.667,2330,2846,0.720627467811159,0.461934996486297,,,0.192628049770831,-0.374724439471902,0.2,-0.4,
165,Y,678.695,2013.26,2330,2581,0.291285407725322,0.780030995738086,,,-0.236714010315006,-0.056628440220113,-0.3,-0.1,
166,Y,1442.222,2024.351,2846,2330,0.50675404075896,0.86882017167382,,,-0.021245377281368,0.032160735715621,-0.1,0.1,
167,Y,1200.079,840.987,2846,2330,0.421672171468728,0.360938626609442,,,-0.1063272465716,-0.475720809348757,-0.2,-0.5,
168,Y,757.668,1287.374,3408,2800,0.222320422535211,0.459776428571429,,,-0.305678995505117,-0.37688300738677,-0.4,-0.4,
169,Y,970.783,199.735,2846,2074,0.34110435699227,0.0963042430086789,,,-0.186895061048058,-0.74035519294952,-0.2,-0.8,
171,Y,1562.847,983.64,2846,2330,0.549138088545327,0.422163090128755,,,0.021138670504999,-0.414496345829444,0.1,-0.5,
174,Y,1473.055,419.997,2330,2846,0.632212446351931,0.147574490513001,,,0.104213028311603,-0.689084945445198,0.2,-0.7,
176,Y,1003.879,363.25,2330,2846,0.430849356223176,0.127635277582572,,,-0.097150061817152,-0.709024158375627,-0.1,-0.8,
187,Y,1036.458,1574.701,3408,2800,0.304125,0.562393214285714,,,-0.223874418040328,-0.274266221672485,-0.3,-0.3,
188,Y,999.481,1411.701,2472,2330,0.404320792880259,0.60588025751073,,,-0.123678625160069,-0.230779178447469,-0.2,-0.3,
190,Y,1325.421,2116.663,2979,2977,0.444921450151057,0.711005374538126,,,-0.083077967889271,-0.125654061420073,-0.1,-0.2,
191,Y,2400.711,1709.788,2776,3408,0.864809438040346,0.501698356807512,,,0.336810020000018,-0.334961079150687,0.4,-0.4,
192,Y,2410.027,1731.042,3408,2800,0.707167546948357,0.618229285714286,,,0.179168128908029,-0.218430150243913,0.2,-0.3,
193,Y,1458.978,2370.572,3408,2800,0.428103873239437,0.846632857142857,,,-0.099895544800891,0.009973421184658,-0.1,0.1,
194,Y,1731.118,945.921,3408,2800,0.507957159624413,0.337828928571429,,,-0.020042258415915,-0.49883050738677,-0.1,-0.5,
195,Y,1193.869,616.923,2846,2330,0.419490161630358,0.264773819742489,,,-0.10850925640997,-0.57188561621571,-0.2,-0.6,
196,Y,1288.033,461.574,2048,2500,0.62892236328125,0.1846296,,,0.100922945240922,-0.652029835958199,0.2,-0.7,
198,Y,1445.612,758.874,2330,2551,0.620434334763948,0.297480987847903,,,0.09243491672362,-0.539178448110296,0.1,-0.6,
201,Y,729.682,1689.146,2846,2330,0.256388615600843,0.724955364806867,,,-0.271610802439485,-0.111704071151332,-0.3,-0.2,
205,Y,1839.951,359.226,3408,2800,0.539891725352113,0.128295,,,0.011892307311785,-0.708364435958199,0.1,-0.8,
206,Y,2368.835,2142.343,3408,2800,0.695080692488263,0.7651225,,,0.167081274447935,-0.071536935958199,0.2,-0.1,
209,Y,1300.266,2574.044,2846,2330,0.456874912157414,1.10473991416309,,,-0.071124505882914,0.268080478204891,-0.1,0.3,
211,Y,1459.731,1792.464,2846,1961,0.51290618411806,0.914056093829679,,,-0.015093233922268,0.07739665787148,-0.1,0.1,
213,Y,836.443,51.383,2801,2225,0.298622991788647,0.0230934831460674,,,-0.229376426251681,-0.813565952812132,-0.3,-0.9,
214,Y,1905.796,1719.112,2846,1972,0.669640196767393,0.871760649087221,,,0.141640778727065,0.035101213129022,0.2,0.1,
216,Y,1752.123,1458.756,2846,2330,0.615644061841181,0.626075536480687,,,0.087644643800853,-0.210583899477512,0.1,-0.3,
221,Y,1316.618,1613.567,3408,2800,0.386331572769953,0.576273928571429,,,-0.141667845270375,-0.26038550738677,-0.2,-0.3,
223,Y,2081.052,2043.344,2344,3000,0.887820819112628,0.681114666666667,,,0.3598214010723,-0.155544769291532,0.4,-0.2,
224,Y,1924.874,1122.809,3408,2800,0.56481044600939,0.401003214285714,,,0.036811027969062,-0.435656221672485,0.1,-0.5,
225,Y,1632.539,917.308,3408,2800,0.479031396713615,0.32761,,,-0.048968021326713,-0.509049435958199,-0.1,-0.6,
226,Y,1873.582,704.444,2330,2470,0.804112446351931,0.2852,,,0.276113028311603,-0.551459435958199,0.3,-0.6,
228,Y,1148.219,1024.147,3408,2800,0.336918720657277,0.365766785714286,,,-0.191080697383051,-0.470892650243913,-0.2,-0.5,
229,Y,1531.186,605.222,2048,2500,0.7476494140625,0.2420888,,,0.219649996022172,-0.594570635958199,0.3,-0.6,
234,Y,1449.708,778.718,2846,2330,0.509384399156711,0.334213733905579,,,-0.018615018883617,-0.50244570205262,-0.1,-0.6,
235,Y,217.754,2327.791,3408,2800,0.0638949530516432,0.831353928571429,,,-0.464104464988685,-0.00530550738677,-0.5,-0.1,
236,Y,1541.541,1524.002,3338,2800,0.461815757938886,0.544286428571429,,,-0.066183660101442,-0.29237300738677,-0.1,-0.3,
240,Y,1422.403,2383.805,3408,2800,0.417371772300469,0.851358928571429,,,-0.110627645739859,0.01469949261323,-0.2,0.1,
244,Y,2307.607,1620.446,2976,2800,0.775405577956989,0.578730714285714,,,0.247406159916661,-0.257928721672485,0.3,-0.3,
245,Y,569.27,1487.279,2330,2603,0.244321888412017,0.571371110257395,,,-0.283677529628311,-0.265288325700804,-0.3,-0.3,
249,Y,1345.019,2898.628,2793,2330,0.481567848191908,1.24404635193133,,,-0.04643156984842,0.407386915973131,-0.1,0.5,
250,Y,1132.275,3236.886,3408,2800,0.332240316901408,1.15603071428571,,,-0.19575910113892,0.319371278327511,-0.2,0.4,
251,Y,661.25,757.79,3408,2800,0.194028755868545,0.270639285714286,,,-0.333970662171783,-0.566020150243913,-0.4,-0.6,
252,Y,1939.801,1024.624,2846,2127,0.681588545326774,0.481722614010343,,,0.153589127286446,-0.354936821947856,0.2,-0.4,
253,Y,1182.922,237.021,2846,2330,0.415643710470836,0.101725751072961,,,-0.112355707569492,-0.734933684885238,-0.2,-0.8,
255,Y,832.244,1472.813,2846,2330,0.292425860857344,0.632108583690987,,,-0.235573557182984,-0.204550852267212,-0.3,-0.3,
256,Y,1370.343,1663.847,2330,2215,0.588130042918455,0.751172460496614,,,0.060130624878127,-0.085486975461585,0.1,-0.1,
257,Y,1326.696,2653.512,3408,2800,0.389288732394366,0.947682857142857,,,-0.138710685645962,0.111023421184658,-0.2,0.2,
260,Y,1195.069,1680.637,2846,2330,0.41991180604357,0.721303433476395,,,-0.108087611996758,-0.115356002481804,-0.2,-0.2,
262,Y,1571.797,1783.013,2846,2330,0.552282853127196,0.765241630901288,,,0.024283435086868,-0.071417805056911,0.1,-0.1,
267,Y,2060.522,1367.586,3408,2800,0.604613262910798,0.488423571428571,,,0.07661384487047,-0.348235864529628,0.1,-0.4,
268,Y,1466.278,869.281,3408,2800,0.430245892018779,0.3104575,,,-0.097753526021549,-0.526201935958199,-0.1,-0.6,
269,Y,1371.253,171.344,3113,2800,0.440492451011886,0.0611942857142857,,,-0.087506967028442,-0.775465150243913,-0.1,-0.8,
272,Y,1598.074,1283.907,3073,2438,0.520037097299056,0.526623051681706,,,-0.007962320741272,-0.310036384276493,-0.1,-0.4,
273,Y,2070.732,1610.078,3408,2800,0.607609154929577,0.575027857142857,,,0.079609736889249,-0.261631578815342,0.1,-0.3,
275,Y,2259.925,782.385,2846,2330,0.794070625439213,0.335787553648069,,,0.266071207398885,-0.50087188231013,0.3,-0.6,
277,Y,1774.944,1719.76,2330,2846,0.761778540772532,0.60427266338721,,,0.233779122732204,-0.232386772570989,0.3,-0.3,
279,Y,1583.959,1935.743,2846,2330,0.556556219255095,0.830790987124464,,,0.028556801214767,-0.005868448833735,0.1,-0.1,
280,Y,1288.148,1827.913,2432,2162,0.529666118421053,0.845473172987974,,,0.001666700380725,0.008813737029775,0.1,0.1,
282,Y,1081.941,826.498,2846,2106,0.380161981728742,0.392449192782526,,,-0.147837436311586,-0.444210243175673,-0.2,-0.5,
283,Y,1660.952,817.527,2846,2330,0.583609276177091,0.350869957081545,,,0.055609858136763,-0.485789478876654,0.1,-0.5,
284,Y,1957.532,1872.88,2846,2181,0.687818692902319,0.858725355341586,,,0.159819274861991,0.022065919383387,0.2,0.1,
286,Y,623.719,1249.749,2602,1931,0.239707532667179,0.647203003625065,,,-0.288291885373149,-0.189456432333134,-0.3,-0.2,
287,Y,1488.386,1197.821,2846,1785,0.522974701335207,0.671048179271709,,,-0.005024716705121,-0.16561125668649,-0.1,-0.2,
290,Y,1006.668,1940.67,3408,2800,0.295383802816901,0.693096428571429,,,-0.232615615223427,-0.14356300738677,-0.3,-0.2,
292,Y,1961.877,1363.542,2372,3000,0.827098229342327,0.454514,,,0.299098811301999,-0.382145435958199,0.3,-0.4,
293,Y,920.864,2115.51,3408,2800,0.270206572769953,0.755539285714286,,,-0.257792845270375,-0.081120150243913,-0.3,-0.1,
295,Y,1827.817,2452.327,3304,2800,0.553213377723971,0.875831071428571,,,0.025213959683643,0.039171635470372,0.1,0.1,
296,Y,1345.412,1587.613,3408,2800,0.394780516431925,0.567004642857143,,,-0.133218901608403,-0.269654793101056,-0.2,-0.3,
299,Y,1605.347,1264.878,2979,2741,0.538887881839543,0.461465888361912,,,0.010888463799215,-0.375193547596287,0.1,-0.4,
301,Y,1010.622,518.358,2846,2330,0.355102600140548,0.222471244635193,,,-0.17289681789978,-0.614188191323006,-0.2,-0.7,
302,Y,1216.923,1392.916,2795,2262,0.435392844364937,0.615789566755084,,,-0.092606573675391,-0.220869869203115,-0.1,-0.3,
306,Y,1615.345,928.492,3408,2800,0.473986208920188,0.331604285714286,,,-0.05401320912014,-0.505055150243913,-0.1,-0.6,
307,Y,2264.28,6.521,2846,2330,0.795600843288826,0.00279871244635193,,,0.267601425248498,-0.833860723511847,0.3,-0.9,
309,Y,1059.175,1099.469,2846,2330,0.372162684469431,0.471875107296137,,,-0.155836733570897,-0.364784328662062,-0.2,-0.4,
316,Y,1859.057,1436.069,2725,3001,0.682222752293578,0.478530156614462,,,0.15422333425325,-0.358129279343737,0.2,-0.4,
318,Y,1052.468,2914.824,3408,2800,0.308822769953052,1.04100857142857,,,-0.219176648087276,0.204349135470371,-0.3,0.3,
322,Y,1590.054,1933.935,3408,2800,0.46656514084507,0.690691071428571,,,-0.061434277195258,-0.145968364529628,-0.1,-0.2,
331,Y,1105.773,1407.33,2330,2846,0.474580686695279,0.494494026704146,,,-0.053418731345049,-0.342165409254053,-0.1,-0.4,
332,Y,2129.714,1419.896,2846,2330,0.748318341531975,0.609397424892704,,,0.220318923491647,-0.227262011065495,0.3,-0.3,
334,Y,2763.803,785.031,1985,2679,1.39234408060453,0.293031354983203,,,0.864344662564202,-0.543628080974996,0.9,-0.6,
335,Y,2235.748,1289.219,1969,2469,1.13547384459116,0.522162413932766,,,0.607474426550832,-0.314497022025433,0.7,-0.4,
336,Y,2149.266,1307.807,2800,3408,0.767595,0.383746185446009,,,0.239595581959672,-0.45291325051219,0.3,-0.5,
337,Y,1150.144,1516.554,2330,2682,0.493624034334764,0.565456375838926,,,-0.034375383705564,-0.271203060119273,-0.1,-0.3,
338,Y,2399.418,1667.832,2330,2658,1.02979313304721,0.627476297968397,,,0.501793715006882,-0.209183137989802,0.6,-0.3,
339,Y,2380.33,1511.061,2330,2617,1.0216008583691,0.577401987008024,,,0.493601440328772,-0.259257448950175,0.5,-0.3,
341,Y,710.498,1260.938,2800,3408,0.253749285714286,0.369993544600939,,,-0.274250132326042,-0.46666589135726,-0.3,-0.5,
343,Y,1585.638,429.355,3408,2800,0.465269366197183,0.153341071428571,,,-0.062730051843145,-0.683318364529628,-0.1,-0.7,
345,Y,1578.164,1497.009,2330,2846,0.677323605150215,0.526004567814476,,,0.149324187109887,-0.310654868143723,0.2,-0.4,
351,Y,1091.358,1555.065,2846,2330,0.38347083626142,0.667409871244635,,,-0.144528581778908,-0.169249564713564,-0.2,-0.2,
355,Y,590.476,1507.7,2546,2297,0.231923016496465,0.656377884196778,,,-0.296076401543863,-0.180281551761421,-0.3,-0.2,
356,Y,681.553,581.204,2846,2330,0.239477512297962,0.249443776824034,,,-0.288521905742366,-0.587215659134165,-0.3,-0.6,
357,Y,1233.395,1164.667,3408,2800,0.361911678403756,0.4159525,,,-0.166087739636572,-0.420706935958199,-0.2,-0.5,
361,Y,1452.062,2755.267,2330,2567,0.623202575107296,1.07334125438255,,,0.095203157066968,0.236681818424351,0.1,0.3,
364,Y,1463.407,1296.714,3079,2800,0.475286456641767,0.463112142857143,,,-0.052712961398561,-0.373547293101056,-0.1,-0.4,
365,Y,1267.608,1440.582,2846,2330,0.445399859451862,0.618275536480687,,,-0.082599558588466,-0.218383899477512,-0.1,-0.3,
366,Y,1114.795,1564.946,3408,2800,0.327111208920188,0.558909285714286,,,-0.20088820912014,-0.277750150243913,-0.3,-0.3,
368,Y,1577.62,741.699,2846,2083,0.554328882642305,0.356072491598656,,,0.026329464601977,-0.480586944359543,0.1,-0.5,
369,Y,1729.458,750.751,2846,2012,0.607680252986648,0.373136679920477,,,0.07968083494632,-0.463522756037722,0.1,-0.5,
373,Y,1616.258,975.517,2997,2501,0.539291958625292,0.390050779688125,,,0.011292540584964,-0.446608656270074,0.1,-0.5,
375,Y,779.556,2710.59,2979,2509,0.261683786505539,1.0803467516939,,,-0.266315631534789,0.243687315735701,-0.3,0.3,
376,Y,2054.735,2361.803,3408,2800,0.602915199530516,0.843501071428571,,,0.074915781490188,0.006841635470372,0.1,0.1,
378,Y,1524.312,1059.147,3384,2535,0.450446808510638,0.417809467455621,,,-0.07755260952969,-0.418849968502578,-0.1,-0.5,
381,Y,1306.003,1967.331,2846,2330,0.458890723822909,0.844348068669528,,,-0.069108694217419,0.007688632711329,-0.1,0.1,
382,Y,1729.279,1203.461,2846,2330,0.607617357695011,0.51650686695279,,,0.079617939654683,-0.320152569005409,0.1,-0.4,
383,Y,759.553,477.517,2978,2962,0.255054734721289,0.161214382174207,,,-0.272944683319039,-0.675445053783992,-0.3,-0.7,
384,Y,575.156,1596.796,2259,2006,0.254606463036742,0.796009970089731,,,-0.273392955003586,-0.040649465868468,-0.3,-0.1,
389,Y,718.414,2001.333,2846,2330,0.252429374560787,0.858941201716738,,,-0.275570043479541,0.022281765758539,-0.3,0.1,
394,Y,2341.181,842.131,3408,2800,0.686966255868545,0.300761071428571,,,0.158966837828217,-0.535898364529628,0.2,-0.6,
396,Y,1959.979,1673.747,3408,2800,0.575111208920188,0.597766785714286,,,0.04711179087986,-0.238892650243913,0.1,-0.3,
397,Y,2256.897,2603.832,3408,2800,0.662235035211268,0.92994,,,0.13423561717094,0.093280564041801,0.2,0.1,
398,Y,1867.979,1737.278,2800,3384,0.667135357142857,0.513380023640662,,,0.139135939102529,-0.323279412317537,0.2,-0.4,
399,Y,1537.207,857.179,2846,2330,0.540128952916374,0.367887982832618,,,0.012129534876046,-0.468771453125581,0.1,-0.5,
400,Y,1122.178,1089.56,3239,2831,0.346458166100648,0.384867537972448,,,-0.18154125193968,-0.451791897985751,-0.2,-0.5,
401,Y,1555.627,1809.933,2846,2330,0.546601194659171,0.776795278969957,,,0.018601776618843,-0.059864156988242,0.1,-0.1,
402,Y,1868.26,1998.627,2846,2330,0.656451159522136,0.85777982832618,,,0.128451741481808,0.021120392367981,0.2,0.1,
404,Y,2362.576,1705.632,2229,2846,1.05992642440556,0.599308503162333,,,0.531927006365232,-0.237350932795866,0.6,-0.3,
405,Y,1534.087,2508.87,2800,3408,0.547888214285714,0.736170774647887,,,0.019888796245386,-0.100488661310312,0.1,-0.2,
407,Y,902.323,728.737,2800,3408,0.322258214285714,0.213831279342723,,,-0.205741203754614,-0.622828156615476,-0.3,-0.7,
408,Y,665.663,2572.133,2803,2626,0.237482340349625,0.979487052551409,,,-0.290517077690703,0.14282761659321,-0.3,0.2,
410,Y,801.213,661.887,2846,2330,0.281522487702038,0.284071673819742,,,-0.24647693033829,-0.552587762138457,-0.3,-0.6,
411,Y,1586.614,1582.936,2846,2330,0.557489107519325,0.679371673819742,,,0.029489689478997,-0.157287762138457,0.1,-0.2,
412,Y,1013.26,849.142,3408,2800,0.297318075117371,0.303265,,,-0.230681342922957,-0.533394435958199,-0.3,-0.6,
417,Y,1096.886,0,2846,2330,0.385413211524947,0,,,-0.142586206515381,-0.836659435958199,-0.2,-0.9,
418,Y,736.102,1470.723,2846,2012,0.258644413211525,0.73097564612326,,,-0.269355004828803,-0.105683789834939,-0.3,-0.2,
420,Y,768.641,1107.81,2650,2330,0.29005320754717,0.475454935622318,,,-0.237946210493158,-0.361204500335881,-0.3,-0.4,
423,Y,299.212,656.454,2846,2153,0.105134223471539,0.304901997213191,,,-0.422865194568789,-0.531757438745008,-0.5,-0.6,
424,Y,2174.976,1267.562,2846,2330,0.764222066057625,0.544018025751073,,,0.236222648017297,-0.292641410207126,0.3,-0.3,
426,Y,874.683,855.287,3408,2596,0.256655809859155,0.329463405238829,,,-0.271343608181173,-0.50719603071937,-0.3,-0.6,
427,Y,1894.834,598.144,2800,3408,0.676726428571429,0.175511737089202,,,0.148727010531101,-0.661147698868997,0.2,-0.7,
428,Y,1915.634,2488.803,2846,2330,0.673096978215039,1.06815579399142,,,0.145097560174711,0.231496358033221,0.2,0.3,
430,Y,1374.63,1274.318,2330,2846,0.589969957081545,0.447757554462403,,,0.061970539041217,-0.388901881495796,0.1,-0.4,
433,Y,849.899,826.791,2846,2330,0.298629304286718,0.354845922746781,,,-0.22937011375361,-0.481813513211418,-0.3,-0.5,
435,Y,1197.43,1030.176,2846,2330,0.420741391426564,0.442135622317597,,,-0.107258026613764,-0.394523813640602,-0.2,-0.4,
437,Y,2066.721,621.457,2372,2774,0.871298903878583,0.224029199711608,,,0.343299485838255,-0.612630236246591,0.4,-0.7,
440,Y,1796.074,1287.757,2846,2330,0.631087139845397,0.552685407725322,,,0.103087721805069,-0.283974028232877,0.2,-0.3,
443,Y,1561.513,499.276,2846,2330,0.548669360505973,0.214281545064378,,,0.020669942465645,-0.622377890893821,0.1,-0.7,
444,Y,1817.962,1168.019,2368,2864,0.767720439189189,0.407827863128492,,,0.239721021148861,-0.428831572829707,0.3,-0.5,
445,Y,790.877,461.206,2372,3000,0.333422006745363,0.153735333333333,,,-0.194577411294965,-0.682924102624866,-0.2,-0.7,
446,Y,1574.031,1004.285,2846,2330,0.553067814476458,0.431023605150215,,,0.02506839643613,-0.405635830807984,0.1,-0.5,
